frame_id,prompt,cause,effect,link_type,strength
1,A metal pipe gets crushed under the weight of a heavy vehicle,pipe is crushed,pipe bends,causal,0.780
1,A delicate candle melts as it's left too close to a hot surface,candle gets heated,wax melts,causal,0.731
1,A set of keys jingles loudly as they're dropped onto a hard floor,keys fall,keys clatter,causal,0.729
1,A fragile vase shatters as it's accidentally knocked off a table,vase is knocked,glass breaks,causal,0.770
1,"A heavy book falls from a shelf, landing with a thud on the floor",book falls,book lands,causal,0.836
1,"A rope gets tangled around a metal rod, making it impossible to move",rope gets tangled,rope is immobile,causal,0.734
1,A set of dominoes falls in succession as they're pushed off a table,dominoes are pushed,dominoes fall,causal,0.768
1,A metal spring snaps back with enough force to break a glass vial,spring snaps,vial breaks,causal,0.711
1,A delicate flower pot shatters as it's accidentally dropped from a height,pot falls,pot breaks,causal,0.762
1,A stack of papers gets blown away by a strong gust of wind,wind blows,papers scatter,causal,0.815
1,A set of marbles rolls off the edge of a table and falls to the floor,marbles roll,marbles fall,causal,0.715
1,A metal rod gets bent under the pressure of a heavy load,rod is loaded,rod bends,causal,0.769
1,A delicate glass cup shatters as it's accidentally dropped from a height,cup falls,glass breaks,causal,0.735
1,A set of keys clatters to the ground as they're dropped from a keychain,keys fall,keys scatter,causal,0.742
1,A pile of sand gets compacted under the weight of a heavy object,sand is compacted,sand falls,causal,0.800
1,"A bookshelf tilts and eventually topples over, spilling books everywhere",bookshelf tilts,books fall,causal,0.782
1,"A rope gets wrapped around a metal pole, making it impossible to move",rope is wrapped,rope is immobile,causal,0.766
1,A set of weights clatters loudly as they're dropped from a rack,weights fall,weights scatter,causal,0.735
1,A delicate glass figurine shatters as it's accidentally knocked off a table,figurine is knocked,glass breaks,causal,0.719
1,A delicate flower wilts as it's left too close to direct sunlight,flower gets heated,flower wilts,causal,0.783
1,A metal spring snaps back with enough force to break a glass jar,spring snaps,jar breaks,causal,0.734
1,A set of books falls off the shelf and lands with a thud on the floor,books fall,books land,causal,0.759
1,A metal pipe gets bent under the pressure of a heavy load,pipe is loaded,pipe bends,causal,0.778
1,A delicate glass vase shatters as it's accidentally knocked off a table,vase is knocked,glass breaks,causal,0.721
1,A falling book drops onto a pile of soft cushions,book falls,cushions absorb impact,causal,0.722
1,A dropped key lands in a bowl filled with water,key falls,water covers key,causal,0.770
1,"A heavy rock rolls down a gentle slope, gaining speed",rock rolls,speed increases,causal,0.808
1,A wire coat hanger gets tangled in a chair leg,hanger wraps,chair obstructed,causal,0.743
1,A burst pipe sprays water onto a dry sidewalk,pipe bursts,water floods,causal,0.754
1,A thrown frisbee slices through a spider web,frisbee flies,web destroyed,causal,0.748
1,A falling tree branch snaps off in mid-air,branch breaks,branch falls,causal,0.753
1,A child's blocks tumble down a steep staircase,blocks fall,blocks scatter,inhibits,0.753
1,A swinging door swings shut too quickly,door swings,door closes,causal,0.727
1,A dropped pencil rolls down a smooth floor,pencil falls,pencil moves,causal,0.730
1,A burst balloon releases confetti into the air,balloon bursts,confetti flies,causal,0.770
1,A vase sits precariously on a narrow ledge,vase teeters,vase falls,causal,0.780
1,A rolling tire bounces down a rough road,tire rolls,tire bounces,causal,0.717
1,A falling leaf drifts lazily to the ground,leaf falls,leaf lands,causal,0.746
1,A dropped book slides off a desk and onto the floor,book falls,book moves,causal,0.766
1,A swinging gate creaks open to reveal a hidden path,gate swings,path revealed,causal,0.716
1,A burst firework explodes in a shower of sparks,firework bursts,sparks fly,causal,0.755
1,A falling branch crashes onto a tree trunk,branch falls,branch lands,causal,0.715
1,A ball of yarn unravels quickly in your hands,yarn unravels,yarn unwinds,causal,0.754
1,A child's toy car drives off the edge and falls,car falls,car crashes,causal,0.750
1,A dropped screwdriver slips out of your hand,screwdriver falls,screwdriver moves,causal,0.756
1,A burst pipe sprays water onto a dry beach,pipe bursts,water floods,causal,0.722
1,A swinging bridge creaks and sways in the wind,bridge swings,bridge moves,causal,0.736
1,A dropped stone skips across a calm lake,stone falls,stone skims,causal,0.752
1,A burst balloon releases helium gas into the air,balloon bursts,gas escapes,causal,0.719
1,A falling flower petal floats gently to the ground,petal falls,petal lands,causal,0.686
1,A child's stuffed animal tumbles off a bed,animal falls,animal moves,causal,0.757
1,A dropped bookshelf crashes to the floor,bookshelf falls,books scatter,causal,0.717
1,A burst pipe sprays water onto a wet sidewalk,pipe bursts,water floods,causal,0.751
1,A swinging door swings open to reveal a hidden room,door swings,room revealed,causal,0.775
1,A falling rock breaks off in mid-air,rock falls,rock breaks,causal,0.746
1,A dropped key lands in a bowl filled with sugar,key falls,sugar covers key,causal,0.751
1,A falling branch crashes onto a car hood,branch falls,branch lands,causal,0.747
1,A ball of twine unravels quickly in your hands,twine unravels,twine unwinds,causal,0.715
1,A dropped book slides off a table and onto the floor,book falls,book moves,causal,0.747
1,A burst pipe sprays water onto a dry forest floor,pipe bursts,water floods,causal,0.775
1,A swinging gate creaks open to reveal a hidden garden,gate swings,garden revealed,causal,0.768
1,A dropped phone slips out of your hand and falls,phone falls,phone crashes,causal,0.742
1,A dropped glass shatters on a hard floor,glass falls,glass breaks,causal,0.775
1,A falling branch snaps off in mid-air,branch breaks,branch falls,causal,0.770
1,A burst pipe sprays water onto a dry parking lot,pipe bursts,water floods,causal,0.756
1,A fallen tree branch lies twisted on the ground,branch falls,branch breaks,causal,0.714
1,A dropped hammer clatters loudly on the concrete floor,hammer drops,noise occurs,causal,0.738
1,"The rope snaps, sending a rock tumbling down the cliff",rope breaks,rock falls,causal,0.715
1,A burst pipe sends water gushing across the kitchen floor,pipe bursts,water spills,causal,0.790
1,"The kite crashes onto the rocky beach, its string tangled",kite crashes,string gets tangled,causal,0.785
1,A falling tree branch snaps off a fence post,branch falls,post is damaged,causal,0.716
1,"The bookshelf collapses, sending books cascading to the floor",bookshelf collapses,books fall,causal,0.785
1,"A stone rolls down a hill, picking up speed and momentum",stone rolls,speed increases,causal,0.713
1,"The old door creaks open, revealing a dusty attic space",door opens,attic is revealed,causal,0.743
1,A car crash sends debris flying everywhere,car crashes,debris scatters,causal,0.772
1,"The pipe wrench slips, causing the pipe to burst open",wrench slips,pipe bursts,causal,0.771
1,A strong gust of wind knocks over a lamp post,wind blows,post falls,causal,0.838
1,"The rock tumbles down the mountain, picking up speed and force",rock tumbles,force increases,causal,0.762
1,"A book falls off a high shelf, landing with a soft thud",book falls,book lands softly,causal,0.744
1,"The old tree branch breaks off, crashing to the ground",branch breaks,branch crashes,causal,0.789
1,"A toy car crashes into a wall, its wheels spinning wildly",car crashes,wheels spin,causal,0.741
1,"The rope gets tangled around the tree trunk, restricting movement",rope gets tangled,movement is restricted,causal,0.780
1,"A burst of steam shoots out of a pipe, scalding everything nearby",pipe bursts,steam shoots out,causal,0.783
1,"The kite gets caught in a tree branch, its string tangled and stuck",kite gets caught,string is tangled,causal,0.740
1,"A strong current sweeps away the small boat, pulling it downstream",current pulls,boat is swept away,causal,0.815
1,"The falling icicle shatters on the ground, sending shards flying",icicle falls,shards fly,causal,0.763
1,"A large boulder rolls down a hill, gaining speed and momentum",boulder rolls,speed increases,causal,0.753
1,"The bookshelf wobbles precariously, threatening to collapse at any moment",bookshelf wobbles,collapse is imminent,causal,0.762
1,"A burst of air shoots out of a balloon, causing it to float away",balloon bursts,air shoots out,causal,0.738
1,"The rock gets dislodged from the cliff face, tumbling down the mountain",rock gets dislodged,tumbles down mountain,causal,0.724
1,"A falling leaf gets caught in a spider's web, sticking to its threads",leaf falls,gets stuck,causal,0.753
1,"The old chain breaks free, snapping loudly and sending metal scraps flying",chain breaks,metal scraps fly,causal,0.752
1,"A strong gust of wind blows out the candle flame, extinguishing it",wind blows,flame is extinguished,causal,0.818
1,"The stone gets dislodged from the riverbed, being swept away by the current",stone gets dislodged,gets swept away,causal,0.728
1,"A book falls off a table, its pages fluttering wildly in the air",book falls,pages flutter,causal,0.710
1,"The old door creaks open, revealing a dusty attic space filled with trinkets",door opens,attic is revealed,causal,0.712
1,"The kite crashes onto the rocky beach, its string tangled and stuck",kite crashes,string is tangled,causal,0.734
1,"The falling branch snaps off a tree trunk, sending leaves flying",branch falls,leaves fly,causal,0.764
1,"A rock tumbles down the mountain, picking up speed and force as it goes",rock tumbles,force increases,causal,0.754
1,"A burst pipe sends water gushing across the kitchen floor, flooding everything",pipe bursts,water floods,causal,0.753
1,"The toy car crashes into a wall, its wheels spinning wildly and sending tiny parts flying",car crashes,wheels spin and parts fly,causal,0.776
1,"A falling icicle shatters on the ground, sending shards flying in all directions",icicle falls,shards fly,causal,0.730
1,"The rope gets tangled around a tree trunk, restricting movement and causing the hikers to pause",rope gets tangled,movement is restricted,causal,0.738
1,"A strong gust of wind blows out the candle flame, extinguishing it and leaving only a faint scent of wax remaining",wind blows,flame is extinguished,causal,0.782
